ID,Sex,Age,Group,GH,M1X,M1Y,M1Z,M2X,M2Y,M2Z,M3X,M3Y,M3Z,R1X,R1Y,R1Z,L1X,L1Y,L1Z,R2X,R2Y,R2Z,L2X,L2Y,L2Z,R3X,R3Y,R3Z,L3X,L3Y,L3Z,R4X,R4Y,R4Z,L4X,L4Y,L4Z,R5X,R5Y,R5Z,L5X,L5Y,L5Z,R6X,R6Y,R6Z,L6X,L6Y,L6Z,M4X,M4Y,M4Z,R7X,R7Y,R7Z,L7X,L7Y,L7Z,R8X,R8Y,R8Z,L8X,L8Y,L8Z,M5X,M5Y,M5Z,M6X,M6Y,M6Z,R9X,R9Y,R9Z,L9X,L9Y,L9Z,R11X,R11Y,R11Z,L11X,L11Y,L11Z,R12X,R12Y,R12Z,L12X,L12Y,L12Z,R13X,R13Y,R13Z,L13X,L13Y,L13Z,M7X,M7Y,M7Z,M8X,M8Y,M8Z,R14X,R14Y,R14Z,L14X,L14Y,L14Z
B36,M,21,B,Deficient,0.027616408,-1.059186014,-0.182463519,0.022666966,-0.952690584,-0.19891499,-0.004077784,-0.834670022,-0.374834242,0.536300199,-0.496908297,-0.478745399,-0.56168149,-0.60048886,-0.426315993,0.880668748,-0.384202786,-1.029263946,-0.868370884,-0.496979054,-0.902864701,1.273560146,-0.687674963,-0.659832783,-1.31284223,-0.778421774,-0.845326312,1.050199029,-0.396628195,0.039583992,-1.033245456,-0.520047441,0.163582416,0.74372511,-0.360748087,1.159926936,-0.774635999,-0.320676045,1.25748834,1.166591985,-0.518141652,0.843863335,-1.214579619,-0.454715701,0.830117856,0.025858794,-0.471168849,1.184224813,0.331460295,0.463525057,-0.098372963,-0.268517728,0.445567362,-0.263449749,0.316271322,0.50015362,0.148923467,-0.296357749,0.449798197,0.19553752,0.0073979,0.307405604,-0.768532804,0.007776255,1.071449794,-0.701782748,0.697617209,0.69301025,-0.699802308,-0.726819314,0.614018162,-0.679236702,1.074162196,0.203004953,-0.715668542,-1.037254146,0.101402969,-0.689290855,1.144106695,0.168050216,0.280942383,-1.154535469,0.094797385,0.30615072,1.088521753,0.33619248,0.204201657,-1.053493275,0.346109329,0.226019842,-0.02429438,0.496451275,0.749509804,-0.030170672,1.35016853,0.613804846,0.744470534,0.900840589,0.755911319,-0.778095352,0.791402551,0.754909312
B36,M,28,B,Deficient,0.017448202,-1.247830961,-0.305389592,0.013444779,-1.111750502,-0.327319177,0.024801937,-0.937152653,-0.526220486,0.621480588,-0.636164098,-0.567783544,-0.617975417,-0.64118376,-0.580478113,1.051877374,-0.404203229,-1.282320098,-0.93967835,-0.565136341,-1.216358279,1.477801155,-0.850253696,-0.941638738,-1.478446309,-0.967106673,-0.954211498,1.175092776,-0.453719494,0.088461147,-1.169906957,-0.542514492,0.155521197,0.804800275,-0.311453433,1.391048327,-0.847079275,-0.324265312,1.481170506,-1.079357995,-0.574104294,1.048493476,1.095218168,-0.546194129,1.084680902,0.033078105,-0.471987582,1.353104467,0.367383169,0.491187558,-0.131326104,-0.317568535,0.460495926,-0.322298472,0.40384551,0.554831731,0.358539707,-0.296627986,0.507609665,0.228076415,0.005066793,0.302262757,-0.960715901,-0.009486506,1.224589957,-0.797786709,0.834874837,0.604929363,-0.907603402,-0.845948876,0.638116584,-0.884559028,1.175179952,0.191940788,-0.817834477,-1.2420861,0.172543926,-0.78816861,1.245647188,0.189771355,0.440254207,-1.2599576,0.170394055,0.454423101,1.118495004,0.426244384,0.286262822,-1.180703566,0.402152073,0.293137891,-0.044491809,0.578250607,0.948341834,-0.042598386,1.603095041,0.789737826,0.852467301,1.017774093,0.968302672,-0.946089446,1.048830788,0.942455731
B36,M,35,B,Deficient,0.01475919,-1.205142446,-0.328216897,0.002432707,-1.006800746,-0.318065282,0.00139545,-0.842134051,-0.508174606,0.516856103,-0.521619314,-0.530200204,-0.522798239,-0.638102493,-0.500568643,0.853364913,-0.457589738,-1.181891811,-0.842932028,-0.543043715,-1.141399467,1.411590414,-0.789805262,-0.850472507,-1.340304622,-0.918504989,-0.98296908,1.068196281,-0.393207572,0.088866837,-1.06929493,-0.511766126,0.118136613,0.71301037,-0.297867361,1.345832486,-0.725555031,-0.281218105,1.402159021,1.282256196,-0.487620971,0.937652519,-1.281458572,-0.51283791,1.02822479,0.003481064,-0.458207139,1.29274531,0.339713212,0.426616029,-0.092304943,-0.258339244,0.392488217,-0.280977283,0.331588333,0.487512761,0.15542682,-0.315646489,0.44619856,0.220082224,0.009388895,0.267549299,-0.960195977,0.01953169,1.202515125,-0.734896019,0.814004262,0.517858532,-0.877515514,-0.891072505,0.489585371,-0.786536017,1.058106626,0.241504714,-0.794049311,-1.07011515,0.198750441,-0.778764629,1.164616067,0.203730571,0.450285855,-1.133306193,0.173188463,0.434126735,1.038193878,0.42617776,0.291824815,-1.081962509,0.412542699,0.292902972,-0.062720627,0.551911796,0.958686328,-0.021022341,1.552932526,0.769231084,0.856668552,0.927301466,0.923052176,-0.882625724,0.947103606,0.937961606
B36,M,45,B,Deficient,-0.011266565,-1.299772514,-0.419334413,0.01198136,-1.037081246,-0.388414697,-0.01391536,-0.895611739,-0.576195941,0.50542438,-0.576703756,-0.558235037,-0.551825516,-0.645426491,-0.576499163,0.980463631,-0.36263038,-1.301646343,-0.881095045,-0.540242698,-1.274719402,1.430825144,-0.864768668,-0.924606734,-1.403393255,-1.008424756,-1.021543939,1.040356126,-0.462832268,0.065615006,-1.092816224,-0.536678971,0.138742948,0.700522935,-0.209927278,1.352532398,-0.720395797,-0.185213838,1.387883221,1.370819606,-0.523657284,1.112594497,-1.280410532,-0.607476716,1.236466684,0.001160891,-0.441226124,1.331608779,0.36222134,0.436933635,-0.127124713,-0.260863026,0.423926487,-0.304704388,0.370504715,0.554236086,0.353245745,-0.293026624,0.492407506,0.210249794,-0.000301855,0.265083421,-0.994274955,0.017682277,1.220577294,-0.758742938,0.845252815,0.513555644,-0.927833386,-0.838559164,0.471679186,-0.906949433,1.022537687,0.225579019,-0.841263045,-1.116439254,0.20550295,-0.799152942,1.157938933,0.206024397,0.497678666,-1.17401507,0.19030479,0.524361238,1.030454503,0.400980336,0.325863492,-1.052625277,0.419067631,0.326760896,-0.027295841,0.578180414,1.028896691,-0.051617306,1.584904452,0.751802145,0.866031305,0.999232214,1.060535439,-0.944315933,1.009499264,0.996403829
B36,M,60,B,Deficient,2.14989,1.15498,1.49799,2.16656,1.49409,1.58236,2.19224,1.70078,1.3827,2.67007,1.96938,1.45784,1.64496,1.90021,1.39225,3.0695,1.98785,0.749165,1.4404,2.00025,0.731979,3.67991,1.53689,1.06308,0.77225,1.60795,1.01071,3.22847,1.98956,2.08646,1.05078,2.14238,2.10592,2.88859,2.18477,3.51722,1.43175,2.37313,3.50832,3.54846,1.89995,3.16885,0.821333,2.00056,3.28392,2.16502,2.05595,3.38833,2.62114,2.93605,1.93831,1.95741,2.95156,1.78469,2.60712,2.9619,2.15279,1.94165,3.01671,2.25987,2.24521,2.79106,0.965441,2.35105,3.80175,1.2184,3.1363,2.96587,1.04855,1.42135,3.16288,1.0826,3.29227,2.71186,1.15915,1.11838,2.78262,1.17863,3.40044,2.66097,2.61801,1.05153,2.78494,2.60905,3.24191,2.87169,2.43323,1.16263,3.04715,2.39019,2.19436,3.05367,3.13308,2.26349,4.17025,3.02124,3.14018,3.4711,3.18392,1.33951,3.558,3.13137
B42,M,21,B,Deficient,0.013904837,-0.920646826,-0.205849814,0.025845098,-0.778465619,-0.104177852,0.03096838,-0.756514035,-0.056486497,0.770381357,-0.585498965,-0.366777918,-0.753094233,-0.56000276,-0.422372583,1.00198602,-0.38373177,-0.927903453,-0.957924202,-0.411716649,-0.934563693,1.378943808,-0.606524799,-0.811368187,-1.287230016,-0.692083524,-0.68910149,1.124391637,-0.449682168,0.032450587,-1.09422311,-0.429247532,0.05175949,0.765161947,-0.382224587,1.070966721,-0.800315145,-0.412529192,1.128896328,1.205463688,-0.444661803,0.643847614,-1.175352191,-0.437278942,0.756300387,0.084710643,-0.586834196,1.023593084,0.246858439,0.422740598,-0.153304628,-0.23021071,0.402252967,-0.159139127,0.299637129,0.496022454,0.159260565,-0.27582293,0.451440365,0.13660846,0.006035559,0.227373241,-0.682638555,-0.028685662,0.966797863,-0.681661985,0.625889855,0.551366255,-0.686327784,-0.627729962,0.563749589,-0.712829805,1.068260877,0.207856932,-0.600941572,-1.110788573,0.183418203,-0.602526821,1.202894667,0.129790634,0.44603408,-1.205559989,0.094807671,0.456841708,1.026794652,0.369996401,0.182753292,-1.067867913,0.337529027,0.181530531,-0.061338821,0.491183923,0.704352374,-0.075165584,1.26414472,0.537404296,0.634586405,0.796968444,0.65500245,-0.761405954,0.880204082,0.630369795
B42,M,28,B,Deficient,0.035132609,-1.033884212,-0.198928098,0.038381771,-0.894604851,-0.263224613,0.052179556,-0.800566521,-0.3182855,0.671640206,-0.506678288,-0.517539668,-0.596482108,-0.496779129,-0.413759299,1.046101121,-0.415146933,-1.101372832,-0.816731807,-0.458564247,-0.934307366,1.383316874,-0.603159626,-0.851399656,-1.298676942,-0.678804024,-0.723655604,1.004207749,-0.412918739,0.090679479,-1.012118394,-0.420917012,0.104293642,0.685422616,-0.303803512,1.156355063,-0.748415433,-0.260182919,1.227022671,1.111838459,-0.503449612,0.888405561,-1.134375189,-0.475084931,0.92635921,0.018935196,-0.506939458,1.14721621,0.265668778,0.371486868,-0.207275111,-0.269825479,0.345673127,-0.234183897,0.246695851,0.438595084,0.207580853,-0.297223422,0.460705169,0.210286102,-0.015957376,0.209035691,-0.805739843,-0.011305222,0.999123255,-0.722730936,0.678578737,0.534857034,-0.765486323,-0.73797543,0.519937271,-0.758797629,1.009554968,0.146918052,-0.683845881,-1.043614336,0.171129903,-0.644962831,1.029164237,0.082314332,0.285879527,-1.01241394,0.108567121,0.323430691,0.924652099,0.396759324,0.19436386,-1.004795254,0.393502312,0.222981484,-0.064082621,0.503730778,0.822385829,-0.049605936,1.376582711,0.703337468,0.676443731,0.874544365,0.818555789,-0.764315669,0.838021618,0.816361647
B42,M,35,B,Deficient,0.052837706,-1.168107658,-0.305345413,0.016522163,-0.984180462,-0.321624132,0.034470435,-0.825004359,-0.412582102,0.650281625,-0.542293307,-0.516599396,-0.609038515,-0.4755327,-0.517048695,0.953521107,-0.430256798,-1.169768537,-0.949207364,-0.489066988,-1.215232826,1.495718002,-0.716966988,-0.943012061,-1.284816342,-0.793073715,-0.873530184,1.039861899,-0.417117021,0.117752929,-1.038284334,-0.412321561,0.113522809,0.704985145,-0.24011967,1.368693173,-0.717809366,-0.231646703,1.342934374,1.199308795,-0.50031226,0.948842637,-1.183448364,-0.551791045,1.083857345,-0.014218422,-0.445068751,1.210477493,0.274725658,0.387821437,-0.172908407,-0.280996078,0.310721932,-0.234117885,0.281314729,0.459171169,0.193104,-0.292507652,0.464792146,0.155250655,0.008936812,0.175979546,-0.885976187,-0.023517667,1.058093875,-0.810077833,0.761143747,0.441795927,-0.860330224,-0.815113179,0.59253277,-0.789303399,1.018684629,0.20407871,-0.725144326,-1.054425971,0.140907224,-0.697438307,1.04627643,0.1705777,0.349047241,-1.01961482,0.166697759,0.383803535,0.91094439,0.407971324,0.249063464,-0.975937314,0.37544604,0.288500797,-0.045503783,0.517140848,0.93054229,-0.056693845,1.476305895,0.826779429,0.754017077,0.90710179,0.958460173,-0.84241733,0.965723897,0.929407571
B42,M,45,B,Deficient,-0.027889109,-1.475259722,-0.204211912,0.008545153,-1.018684366,-0.191109657,-0.000836726,-0.812077271,-0.28252449,0.579316687,-0.50048635,-0.326358367,-0.51689169,-0.510056777,-0.298694059,0.982746083,-0.538076453,-1.176850061,-0.778157784,-0.543734299,-0.986404105,1.368055128,-0.937414561,-0.856083099,-1.369321985,-0.929139991,-0.722440301,0.993590383,-0.388477442,0.160046709,-0.997795279,-0.440885094,0.186276425,1.11551772,-0.486458209,1.122704881,-1.216778774,-0.472969469,1.154730762,1.18558083,-0.478377763,0.978731325,-1.175946407,-0.48361504,1.045556782,-0.009223784,-0.469510215,1.211708404,0.243813547,0.308191457,-0.123996851,-0.258117745,0.274245038,-0.108750823,0.210802369,0.458106908,0.417918533,-0.327952053,0.418875415,0.382479709,0.001757796,0.127892827,-0.774408479,0.012149609,1.085236487,-0.756859589,0.798034491,0.53503009,-0.716549221,-0.825735883,0.418131704,-0.726036006,1.048458262,0.123253668,-0.710815171,-1.013790669,0.046261619,-0.717163895,1.001020189,0.252372661,0.49708754,-0.962063249,0.135765089,0.542743909,0.934250679,0.435499639,0.470635287,-0.891024729,0.334413716,0.49156002,-0.050631029,0.550282089,1.078869021,-0.022750816,1.681001229,1.00631429,0.80400924,0.949841298,1.102142419,-0.842329817,0.919319073,1.065746582
B42,M,60,B,Deficient,2.11415,0.905741,1.25948,2.15844,1.2494,1.2987,2.14483,1.38585,1.20806,2.73805,1.70991,1.11907,1.55039,1.69509,1.21697,3.05455,1.68461,0.42679,1.21538,1.69715,0.491676,3.65009,1.43678,0.79746,0.691085,1.32115,0.790771,3.21088,1.83373,1.79067,1.0592,1.81123,1.80788,2.89768,1.96732,3.22631,1.42841,2.01975,3.2982,3.4693,1.64771,2.86395,0.838256,1.69765,3.00453,2.17552,1.75807,3.03551,2.41072,2.63835,1.54427,1.84018,2.54144,1.48337,2.43342,2.67558,1.9587,1.85984,2.65485,1.9089,2.16654,2.4093,0.751293,2.15366,3.3649,0.847883,2.97041,2.70414,0.775539,1.30392,2.65082,0.841595,3.17933,2.45491,0.859904,1.06287,2.36956,0.953495,3.26584,2.38957,2.15948,1.07794,2.40172,2.22195,3.12554,2.67989,2.01587,1.2166,2.6739,2.12419,2.14452,2.75547,2.82608,2.08478,3.8544,2.73032,3.03239,3.19869,2.76615,1.26799,3.16674,2.84912
B43,M,21,B,Deficient,0.071768165,-0.971622309,-0.16861307,0.064561316,-0.875735677,-0.199299689,0.063781694,-0.779960928,-0.308815674,0.677663735,-0.52373533,-0.446312308,-0.602660601,-0.480999864,-0.345155868,0.935564099,-0.396326607,-0.939504799,-0.875395333,-0.431959964,-0.92720664,1.289088662,-0.621610474,-0.638055375,-1.300280204,-0.612195381,-0.654907179,1.040339732,-0.401934601,-0.012799463,-1.057390418,-0.430614715,0.029004824,0.699124563,-0.334949354,1.106851147,-0.686265591,-0.3564537,1.13720122,1.139114363,-0.507761035,0.828735404,-1.156477862,-0.542593547,0.93660768,0.007630607,-0.508614075,1.081324803,0.279658241,0.37942901,-0.239546376,-0.280627346,0.331826456,-0.326929685,0.319255783,0.473715611,0.266765995,-0.340133619,0.452299759,0.342837099,-0.014230968,0.25054208,-0.732555144,-0.00618427,0.982663473,-0.691684475,0.631232581,0.626121419,-0.676356267,-0.693332725,0.509877612,-0.669708059,1.008020495,0.183311587,-0.635699478,-1.054136209,0.152218073,-0.638355449,1.0743668,0.102297314,0.233944499,-1.089801681,0.117133659,0.268365821,0.975591599,0.368300834,0.163726333,-0.984773983,0.369893972,0.136263248,-0.046066456,0.466887291,0.724121653,-0.042331576,1.308180886,0.635078101,0.681264697,0.863723617,0.715601358,-0.727938289,0.838644912,0.645075816
