ID,Sex,Age,Group,GH,M1X,M1Y,M1Z,M2X,M2Y,M2Z,M3X,M3Y,M3Z,R1X,R1Y,R1Z,L1X,L1Y,L1Z,R2X,R2Y,R2Z,L2X,L2Y,L2Z,R3X,R3Y,R3Z,L3X,L3Y,L3Z,R4X,R4Y,R4Z,L4X,L4Y,L4Z,R5X,R5Y,R5Z,L5X,L5Y,L5Z,R6X,R6Y,R6Z,L6X,L6Y,L6Z,M4X,M4Y,M4Z,R7X,R7Y,R7Z,L7X,L7Y,L7Z,R8X,R8Y,R8Z,L8X,L8Y,L8Z,M5X,M5Y,M5Z,M6X,M6Y,M6Z,R9X,R9Y,R9Z,L9X,L9Y,L9Z,R11X,R11Y,R11Z,L11X,L11Y,L11Z,R12X,R12Y,R12Z,L12X,L12Y,L12Z,R13X,R13Y,R13Z,L13X,L13Y,L13Z,M7X,M7Y,M7Z,M8X,M8Y,M8Z,R14X,R14Y,R14Z,L14X,L14Y,L14Z
C119,M,21,C,Early rGH,0.044583966,-0.985014344,-0.161050258,0.020342461,-0.877840114,-0.169067803,0.008693974,-0.797355324,-0.282683524,0.618948964,-0.489169135,-0.468257536,-0.636631645,-0.539237235,-0.381609062,1.029123614,-0.392798812,-1.067094641,-0.903298976,-0.42286726,-0.966439913,1.293929223,-0.596322501,-0.738002992,-1.254197746,-0.677450334,-0.719700227,1.059042215,-0.362538503,0.004997953,-1.018209254,-0.454348988,0.045357533,0.708737521,-0.309668229,1.14066856,-0.744462537,-0.313262296,1.178095405,1.173564971,-0.437345293,0.888544846,-1.18681921,-0.476368774,0.828733746,-0.026345301,-0.464032812,1.112612618,0.278222641,0.361629906,-0.243464605,-0.334722842,0.345633893,-0.295833045,0.315016271,0.436766423,0.36287933,-0.368183955,0.467241136,0.38248412,-0.002348607,0.244475091,-0.740902905,-0.010084672,1.001152798,-0.668146703,0.650705492,0.542345869,-0.725034599,-0.643677179,0.512528644,-0.732089685,1.01411475,0.207665492,-0.662175873,-1.059020647,0.132412194,-0.627700029,1.090080155,0.13582007,0.222967017,-1.098093631,0.137084366,0.263914967,0.950526465,0.371917737,0.171317999,-0.947887094,0.329084862,0.211314293,0.005422983,0.468910027,0.761772829,-0.000720648,1.307235513,0.61627722,0.688970248,0.786876274,0.729696466,-0.715321971,0.806839658,0.727618497
C119,M,28,C,Early rGH,0.037538839,-1.126012074,-0.326148125,-9.06E-05,-0.951397849,-0.249130916,-0.003412139,-0.863769373,-0.417523029,0.611109969,-0.533751395,-0.526335688,-0.605675942,-0.551115866,-0.426663916,0.937700731,-0.410863236,-1.207115239,-0.842295467,-0.484274823,-1.080561673,1.414368864,-0.653214166,-0.930139451,-1.390032614,-0.722625497,-0.89662419,1.047028245,-0.345414986,0.022039428,-1.054826939,-0.42191056,0.10479159,0.772398082,-0.255683609,1.331133906,-0.787081524,-0.318530419,1.358221064,1.195050722,-0.477536997,1.066836854,-1.229459101,-0.527718172,1.036633647,-0.010871528,-0.44756715,1.233652811,0.301644251,0.335508766,-0.303220898,-0.239632709,0.307277274,-0.321008574,0.366670242,0.450654733,0.370246515,-0.346294027,0.503235425,0.409779102,0.031701964,0.219913941,-0.918518377,-0.006159671,1.008205071,-0.865756431,0.726197522,0.53151816,-0.856358136,-0.706427883,0.48103005,-0.855813561,1.024380407,0.189466557,-0.758493865,-1.076203294,0.144620091,-0.739497179,1.055665578,0.210189068,0.369946168,-1.090567609,0.166662613,0.362360763,0.994207575,0.400957951,0.229946663,-0.964421961,0.352599824,0.269717247,-0.017779341,0.48220781,0.882805518,-0.032360795,1.410810976,0.833121449,0.688566674,0.933226403,0.905822684,-0.800636527,0.963301459,0.891853838
C119,M,35,C,Early rGH,-0.000899568,-1.298781022,-0.430439264,0.004354927,-0.993382727,-0.363705232,-0.010472979,-0.876584781,-0.505033555,0.567857353,-0.520488322,-0.611648807,-0.597874683,-0.548149138,-0.544204453,0.99157044,-0.467635222,-1.433409198,-0.80977149,-0.494971143,-1.253692368,1.462130133,-0.784825189,-1.041713969,-1.389036754,-0.870790703,-1.002293883,1.067549022,-0.38659806,0.025915662,-1.074372943,-0.46371039,0.007172476,0.709487723,-0.184081107,1.450761487,-0.780497242,-0.222659107,1.528910927,1.276809581,-0.485612609,1.20334385,-1.319522499,-0.51230303,1.238225908,-0.008320501,-0.44445738,1.329814548,0.278804899,0.342952975,-0.267912768,-0.262117853,0.307668027,-0.31023886,0.312982426,0.452559366,0.363035382,-0.34645485,0.484269137,0.463625395,0.011820107,0.150784844,-1.005345095,-0.049483216,1.106697058,-0.882692952,0.826803979,0.494761968,-1.00119234,-0.779869414,0.463112319,-0.922054313,1.080902207,0.222258322,-0.853452177,-1.082407341,0.178259891,-0.87071342,1.108752757,0.252849496,0.495124884,-1.159382735,0.184915604,0.516220355,1.011780963,0.440992817,0.311663608,-0.902237668,0.395603547,0.389502065,-0.018969491,0.542261735,1.042035693,-0.052562467,1.575848213,0.88479441,0.80955277,0.997189093,1.038564092,-0.876905595,0.962045521,1.011031912
C119,M,45,C,Early rGH,0.005183583,-1.531219209,-0.44490512,0.022793335,-1.079347103,-0.427084304,-0.039617201,-0.909977529,-0.567114966,0.570388894,-0.540008935,-0.650375624,-0.604986099,-0.615753703,-0.563015151,0.947928687,-0.4730326,-1.515289131,-0.918310713,-0.531912732,-1.464516518,1.523088403,-0.904697926,-1.173921667,-1.411328005,-1.00139994,-1.127394332,1.14624489,-0.318746036,0.013657841,-1.096950852,-0.436363174,0.073435158,0.706946321,-0.165219809,1.597919467,-0.807095188,-0.202085403,1.645484812,1.342064857,-0.511126775,1.206682192,-1.400097081,-0.589585497,1.289569889,-0.002080165,-0.36620781,1.41752337,0.352465127,0.332494556,-0.290984293,-0.313561105,0.289984914,-0.325372979,0.327665463,0.471496133,0.323923574,-0.315169161,0.529829995,0.491461971,0.025074709,0.14309442,-1.143704705,0.014980646,1.183473858,-0.903559914,0.919842325,0.472094713,-1.089629587,-0.813289271,0.542518869,-1.01087588,1.116139716,0.246968492,-0.952914618,-1.106206638,0.176293849,-0.9010633,1.135842462,0.277974423,0.629165903,-1.183363204,0.189296984,0.610196812,0.979155829,0.487646045,0.370970024,-0.975432757,0.419835903,0.413605036,0.001843464,0.602376783,1.153595631,-0.036608613,1.693821103,1.025740645,0.849284544,1.070222968,1.176201608,-0.962837203,1.047260174,1.112588157
C119,M,60,C,Early rGH,-0.072351234,-1.68711165,-0.653820198,-0.052679076,-1.115468442,-0.497790494,-0.079841786,-0.876125136,-0.687968842,0.558537904,-0.578184357,-0.735802876,-0.620024735,-0.575665299,-0.64819354,0.948447644,-0.572331148,-1.666192598,-0.932505793,-0.503446719,-1.572965269,1.570335542,-1.058650481,-1.359845414,-1.594315352,-1.00880243,-1.208304555,1.097876753,-0.415227466,0.072951724,-1.063252202,-0.428912502,0.062885802,0.68614934,-0.244582504,1.701550706,-0.736776849,-0.132020363,1.702285628,1.358901373,-0.654935063,1.349810236,-1.448968236,-0.586438483,1.413366122,0.013443168,-0.319563057,1.454154483,0.313751298,0.367996671,-0.257566798,-0.292917694,0.368298929,-0.307414713,0.362303504,0.467739157,0.43978436,-0.314709794,0.522003639,0.514780717,0.039537312,0.184779161,-1.242220531,0.058713622,1.220401501,-1.078803908,0.908478623,0.469153613,-1.16345065,-0.809095269,0.566028087,-1.093106265,1.170332623,0.270753094,-1.003035342,-1.130989515,0.286051552,-0.959585285,1.175393315,0.240790385,0.794805683,-1.252579137,0.291115921,0.793962784,1.059476038,0.459823207,0.404999135,-0.984791726,0.471668202,0.487387788,0.043881891,0.608647022,1.28315361,0.036419097,1.755576318,1.050271358,0.936868574,1.128663233,1.30682525,-0.953049225,1.077975407,1.303091892
C120,M,21,C,Early rGH,0.057923761,-1.003295198,-0.170809964,0.045393875,-0.877962491,-0.183646235,0.014929968,-0.794885883,-0.315684235,0.588749504,-0.527050526,-0.42292413,-0.552599132,-0.498147168,-0.350405484,0.949468498,-0.408069763,-1.031160299,-0.894448722,-0.442054922,-0.985083369,1.267837024,-0.601134655,-0.702201079,-1.228917963,-0.630608424,-0.668328982,1.01459924,-0.386588351,0.067721777,-1.015295516,-0.415675061,0.073545249,0.731846574,-0.31804337,1.165807447,-0.743188566,-0.360804371,1.199892818,1.109503893,-0.48758348,0.842194279,-1.10651949,-0.499411782,0.897475579,0.011453298,-0.515324965,1.037189698,0.273183617,0.338142332,-0.279105827,-0.217413083,0.346042016,-0.276355978,0.208623821,0.449029031,0.187860659,-0.33567649,0.483254877,0.218496266,0.021252535,0.269475068,-0.747101387,-0.031438233,0.987738443,-0.670538416,0.623437498,0.502632001,-0.755889666,-0.698850535,0.54006038,-0.69479781,1.045423682,0.189260754,-0.64093452,-0.987336831,0.146613984,-0.644017509,1.012201146,0.160512382,0.230158163,-1.063823185,0.144076964,0.228462272,0.986889087,0.398038635,0.182114777,-0.978814429,0.34335039,0.208378912,-0.015599329,0.485459778,0.786133946,-0.068902049,1.299995435,0.692481675,0.67641571,0.846840149,0.774787495,-0.700309178,0.836117791,0.74628388
C120,M,28,C,Early rGH,0.050612297,-1.156917466,-0.309238015,0.039382171,-0.9426932,-0.262600381,0.032363312,-0.818642617,-0.45004318,0.591678985,-0.518235195,-0.514456011,-0.551690238,-0.572574554,-0.413387047,0.856842192,-0.457548052,-1.182756137,-0.876304201,-0.453162755,-1.178100211,1.327786074,-0.705843945,-0.897516378,-1.318191459,-0.815793105,-0.863370991,1.046153472,-0.394102836,0.057618711,-1.0172158,-0.476856042,0.082106457,0.740037298,-0.28966101,1.386074326,-0.749731606,-0.324842162,1.415052087,1.167058394,-0.481651822,1.11082808,-1.14620996,-0.537436678,1.00132805,0.031517663,-0.445990211,1.20159178,0.251802744,0.357035452,-0.281590751,-0.236020809,0.364152965,-0.265241417,0.240086479,0.441597049,0.218186946,-0.237005467,0.457821862,0.141521795,-0.000944048,0.19857536,-0.949100872,-0.001815208,1.076918183,-0.794311562,0.6969743,0.503437714,-0.9094055,-0.758961204,0.518411516,-0.829271389,1.066920951,0.224312353,-0.699373524,-1.076653091,0.16066672,-0.695122909,1.039307074,0.213633818,0.36516421,-1.113279273,0.241472539,0.25963032,0.897741625,0.392593187,0.266370216,-0.942441593,0.372786384,0.282184028,-0.043536858,0.529574932,0.925316776,-0.000823194,1.494966741,0.84772307,0.776065122,0.941276539,0.964564819,-0.781506146,0.902718337,0.969624604
C120,M,35,C,Early rGH,0.053471677,-1.372484856,-0.380233865,0.019564421,-1.01302041,-0.352987882,0.027683651,-0.85408628,-0.554918161,0.631319769,-0.565324833,-0.590096919,-0.530374829,-0.54991774,-0.453186523,0.833900872,-0.459944659,-1.26128323,-0.819317195,-0.482175578,-1.256194281,1.470527978,-0.809549346,-0.961837104,-1.413702667,-0.904916824,-0.996279459,1.040483563,-0.422084383,0.049755555,-1.05923695,-0.431028382,0.078219894,0.694775547,-0.229326981,1.476261291,-0.735053064,-0.245638235,1.543661316,1.236417627,-0.543045005,1.141921858,-1.210611807,-0.568021713,1.164520411,0.001238468,-0.415031424,1.295512976,0.244603617,0.376849013,-0.242451214,-0.263283024,0.291482079,-0.332680124,0.277632033,0.453661303,0.258367762,-0.336533034,0.542839995,0.224397411,0.001835311,0.225286282,-1.079096327,-0.030108701,1.147942709,-0.897066906,0.796235904,0.553554012,-0.952131882,-0.783126249,0.527173804,-0.929757292,1.06449993,0.219162051,-0.805946107,-1.061083314,0.152505155,-0.777161858,1.087846677,0.217658679,0.42563076,-1.136274779,0.2439043,0.369249992,0.95782431,0.422487375,0.318334008,-1.016832234,0.398955309,0.343761839,0.025553993,0.514472911,1.054672411,-0.07387073,1.615007598,0.879579606,0.837768343,1.026938787,1.066911031,-0.833775112,0.935715285,1.132551014
C120,M,45,C,Early rGH,0.024596652,-1.585947196,-0.506140344,0.00407647,-1.119841854,-0.421130577,0.019388143,-0.902907995,-0.659146725,0.580458866,-0.575982974,-0.644686823,-0.582993306,-0.609664091,-0.534714848,1.079563752,-0.522480731,-1.634799933,-0.895956245,-0.556119882,-1.443224338,1.567708359,-0.962061877,-1.160457853,-1.472906697,-1.10235764,-1.217582728,1.079430781,-0.447248876,0.116541036,-1.096261689,-0.48679972,0.128818447,0.726072583,-0.180615624,1.68303183,-0.75668844,-0.200676668,1.741311178,1.38031568,-0.573825027,1.297492685,-1.322352182,-0.606544912,1.404512884,-0.018677095,-0.373883285,1.396263558,0.214433023,0.418973426,-0.167766037,-0.291977637,0.34908316,-0.33859989,0.24465014,0.463541762,0.204703298,-0.398523816,0.539505699,0.288785018,0.008053081,0.204638232,-1.198556189,-0.019712834,1.296892016,-0.971621859,-0.78126818,0.528564272,-1.041100659,0.767140207,0.582406685,-1.105345434,1.134660824,0.247453119,-0.923011074,-1.138190202,0.186631913,-0.892093066,1.159811172,0.293705057,0.594363004,-1.18792158,0.290571522,0.494271507,1.040372996,0.457991869,0.401146601,-1.010481035,0.446975138,0.435766633,-0.024970602,0.576354394,1.176298168,-0.006248892,1.791738733,1.032595262,0.92619264,1.079308438,1.224498849,-0.951794938,1.052622913,1.239578417
C120,M,60,C,Early rGH,-0.037493084,-1.672973343,-0.631962688,-0.035911571,-1.117196275,-0.47408069,-0.021766734,-0.865482003,-0.728291488,0.510440097,-0.566318308,-0.672179116,-0.57311474,-0.550403592,-0.557543538,0.930384977,-0.532687731,-1.693259098,-0.955530912,-0.483398138,-1.594651157,1.508333253,-1.035906891,-1.201955633,-1.533847937,-1.056810352,-1.199712663,1.051998,-0.463410352,0.109385338,-1.110362758,-0.403365836,0.124689544,0.693917636,-0.218493345,1.677145491,-0.684991696,-0.162539918,1.737239532,1.343147481,-0.661945355,1.379625375,-1.347162744,-0.582473003,1.437589373,0.009669748,-0.465285871,1.406408524,0.269508268,0.377135585,-0.305637412,-0.248733464,0.3669381,-0.31368654,0.263165396,0.464974891,0.271728786,-0.376667156,0.508146271,0.335955254,-0.001483141,0.23910185,-1.188773761,0.01670903,1.27687555,-1.064853211,0.863641635,0.509796268,-1.090424457,-0.796372854,0.536273583,-1.145249203,1.166539627,0.219833302,-0.915651275,-1.084954697,0.273687072,-0.895962749,1.160532413,0.231037335,0.666981236,-1.138346046,0.356048927,0.566687386,1.047337543,0.415057204,0.411861038,-1.033593142,0.496044517,0.47823773,0.028174047,0.622938912,1.310557045,0.054373767,1.771256023,1.086569681,0.964321947,1.071257672,1.332505621,-0.901862191,1.102287252,1.340707722
C80,F,21,C,Early rGH,0.03697716,-0.98123818,-0.10534868,0.036837975,-0.892562413,-0.177399086,0.033491177,-0.798987454,-0.339346832,0.641798118,-0.550632867,-0.451845803,-0.634958913,-0.515316146,-0.456010814,0.959731581,-0.379758461,-0.957408902,-0.950456968,-0.387717864,-0.95522118,1.291552798,-0.652587888,-0.673467856,-1.23822288,-0.686077211,-0.589497416,1.082597356,-0.404231213,0.028444358,-1.037846355,-0.45198997,0.034663502,0.736963539,-0.326616551,1.124576774,-0.744562178,-0.353028676,1.13578444,1.176542745,-0.456935382,0.78358963,-1.123269518,-0.531614527,0.813045244,-0.003602071,-0.444864854,1.011250279,0.226894437,0.412188837,-0.262988835,-0.226338319,0.400080172,-0.227541994,0.295622083,0.498079404,0.253344979,-0.374454876,0.504399589,0.352100499,-0.009381175,0.266948028,-0.668412043,-0.027026237,1.026388563,-0.636194745,0.679667617,0.606779522,-0.691532927,-0.641188039,0.491001674,-0.711150702,1.061325938,0.14168802,-0.658053693,-1.074873599,0.132338752,-0.629756735,1.077507882,0.131770652,0.242068384,-1.092747813,0.113785788,0.249155741,1.045666155,0.302654889,0.189908449,-1.056208964,0.299489453,0.187690249,-0.025965064,0.477601423,0.721742119,-0.046958784,1.325251592,0.613931473,0.692009643,0.81351631,0.731819514,-0.76712445,0.87019699,0.71806261
C80,F,28,C,Early rGH,0.064388705,-1.093294399,-0.310704993,0.046344031,-0.963776515,-0.318379796,0.028870072,-0.865226747,-0.470254002,0.592562332,-0.543919457,-0.484514115,-0.595772706,-0.516320662,-0.532426089,0.868687034,-0.47184225,-1.081344762,-0.826746261,-0.467419018,-1.12240897,1.439566812,-0.724823309,-0.836014423,-1.412849134,-0.766366317,-0.896683286,1.076643425,-0.390313807,0.104672695,-1.037764522,-0.465356302,0.021857933,0.698257915,-0.267542398,1.305961526,-0.679588313,-0.272949595,1.324279047,1.2257944,-0.476046603,0.942590872,-1.130197213,-0.5388698,1.082089829,0.016507229,-0.454224602,1.188749714,0.256542388,0.377898225,-0.267943647,-0.263748482,0.364888071,-0.256726497,0.288103943,0.49619005,0.260339897,-0.358867558,0.513355013,0.352135701,-0.003936561,0.238177382,-0.861051205,-0.009636808,1.114421143,-0.757206471,0.701762231,0.425797472,-0.864624455,-0.765408744,0.52421059,-0.826676749,1.074365965,0.171380556,-0.724540849,-1.067586467,0.139829398,-0.718953446,1.087109044,0.226585014,0.347758052,-1.125133574,0.175009731,0.389029286,0.993615388,0.38524764,0.311793207,-1.013674543,0.350859477,0.280057851,-0.039165583,0.528672889,0.904532822,-0.073085171,1.511060535,0.737729686,0.757932659,0.819919964,0.873134761,-0.813891935,0.914788633,0.90374087
C80,F,35,C,Early rGH,0.050484731,-1.298132873,-0.419441157,0.046258239,-1.03954268,-0.428799807,0.033902615,-0.877586576,-0.546486372,0.591174917,-0.567624717,-0.561405809,-0.535239359,-0.554731745,-0.552404347,0.953738316,-0.487715224,-1.285582649,-0.896114612,-0.498891831,-1.302449491,1.476869089,-0.838995285,-0.823187982,-1.489733311,-0.883332203,-0.931953574,1.098714864,-0.421927955,0.055626336,-1.086234577,-0.406628565,0.012384471,0.749892838,-0.180443303,1.459220789,-0.723324732,-0.242000057,1.467976757,1.26975819,-0.492307755,1.061497376,-1.168242353,-0.605065674,1.122180956,-0.003867133,-0.377816193,1.243620196,0.274044772,0.354983264,-0.317870925,-0.307455096,0.349859383,-0.307040659,0.277119483,0.480444728,0.294860864,-0.365729502,0.512584513,0.388624169,-0.006603931,0.178196919,-0.957408375,-0.020283918,1.181598998,-0.815581629,0.804058975,0.51680358,-0.908340227,-0.811657186,0.498835436,-0.916401334,1.129081946,0.188840048,-0.820229854,-1.082177966,0.213615393,-0.790188795,1.110770145,0.20887873,0.42744489,-1.135791409,0.161241625,0.51952063,0.975018649,0.381407538,0.342109823,-1.00328274,0.418859564,0.386344788,-0.062110683,0.543264814,1.010805883,-0.076411223,1.605614666,0.83879144,0.849920856,0.986313909,0.98988172,-0.916548895,0.991399529,1.0638819
C80,F,45,C,Early rGH,0.036472668,-1.354704045,-0.511305722,0.053071168,-1.090202691,-0.485995332,0.023792603,-0.911488605,-0.59533394,0.563309664,-0.526484481,-0.618347367,-0.569409212,-0.557783582,-0.627325824,0.877943525,-0.562961883,-1.332284126,-0.826920526,-0.47587432,-1.335497377,1.501272689,-0.890333994,-0.955325611,-1.52035995,-0.955259928,-0.950181424,1.126460547,-0.357666149,0.027694483,-1.092027881,-0.468661089,0.029460508,0.697462718,-0.187642528,1.512170395,-0.638311295,-0.231298279,1.564668795,1.307187482,-0.468549144,1.278741129,-1.245205821,-0.617722345,1.264064882,-0.00589018,-0.373741263,1.288436902,0.267636664,0.371498976,-0.341291025,-0.275051983,0.367974424,-0.332240145,0.250488663,0.536115107,0.262369933,-0.294800265,0.530169939,0.226284335,0.010016174,0.175270205,-1.01855221,-0.006134306,1.245331616,-0.837666193,0.80608724,0.482366847,-0.939252991,-0.825079081,0.452385563,-0.955296895,1.159823211,0.214225363,-0.842018216,-1.077315287,0.19944429,-0.846848903,1.104440204,0.213713352,0.484241453,-1.178919783,0.214876527,0.585219464,0.99038653,0.395397124,0.408363129,-1.047445172,0.402369935,0.427391949,-0.025407285,0.513264118,1.020609555,-0.060893879,1.673498311,0.934317132,0.881163154,0.992178811,1.122898167,-0.967842999,1.050293817,1.087831091
C80,F,60,C,Early rGH,-0.006888684,-1.485960904,-0.605824109,-0.002805376,-1.092263628,-0.567105094,-0.037458443,-0.904864962,-0.683825311,0.575761179,-0.5655729,-0.663731285,-0.566628516,-0.518613608,-0.646423234,0.88935366,-0.577230202,-1.480770374,-0.956307063,-0.501446297,-1.475261979,1.518953174,-1.040852596,-1.026923999,-1.62954912,-0.98119568,-1.212261865,1.087608601,-0.457320897,0.095783386,-1.101679772,-0.433119287,-0.007535202,0.670568532,-0.217538639,1.628436872,-0.66424343,-0.156020746,1.62530831,1.353020615,-0.572195213,1.316998865,-1.262014256,-0.650122712,1.378241442,-0.008384108,-0.395800653,1.353574748,0.260458526,0.393427675,-0.34061437,-0.278918963,0.459590823,-0.311500881,0.29401071,0.49528143,0.34196123,-0.305578283,0.547085156,0.285363245,-0.010406155,0.207090152,-1.110315924,0.068339169,1.303736347,-0.901315671,0.838759929,0.437688452,-1.066866213,-0.851575567,0.502177917,-1.012814672,1.158401238,0.177586498,-0.964624027,-1.127658974,0.249938517,-0.918842831,1.166255134,0.146517372,0.553796739,-1.179621768,0.271215493,0.681673299,1.029945462,0.440328075,0.439760493,-1.019115136,0.474318451,0.501844886,-0.01254462,0.58922559,1.237791429,0.095542338,1.750086506,1.05229954,0.938062017,0.992512014,1.244264196,-0.923662049,1.112312453,1.25945836
C81,M,21,C,Early rGH,0.032794004,-1.031041256,-0.057520282,0.030057104,-0.946816784,-0.096735277,0.027882485,-0.882254981,-0.184842132,0.58442578,-0.563991503,-0.285605643,-0.548066693,-0.600095777,-0.284109924,0.954533612,-0.400732329,-0.868854954,-0.929359678,-0.460791537,-0.866366837,1.246342742,-0.689964188,-0.544420047,-1.201296239,-0.767995815,-0.541187373,0.973815521,-0.468254569,0.194561809,-0.941495357,-0.529315381,0.197091421,0.64992129,-0.482070369,1.246600094,-0.614603866,-0.522383895,1.248270192,1.0390395,-0.560656237,1.00771623,-0.998555323,-0.625615506,1.010407346,0.017489497,-0.502850628,1.104263253,0.221925517,0.346750469,-0.05312748,-0.24370086,0.33190613,-0.052512513,0.273999052,0.422448633,0.37224539,-0.299367668,0.404169492,0.373002654,-0.009695713,0.277827581,-0.634850826,-0.030233413,0.924868127,-0.566563338,0.604579278,0.501612802,-0.582580556,-0.636837453,0.462035982,-0.580940978,1.006189597,0.134307568,-0.528760919,-1.014092994,0.069900219,-0.526092668,1.021507948,0.088908443,0.400665011,-1.024035901,0.023695756,0.403366626,0.950617818,0.30597268,0.325492516,-0.967314433,0.244828297,0.32802559,-0.013967182,0.477292031,0.945735799,-0.038991953,1.256112647,0.797571562,0.724927804,0.809605326,0.905536121,-0.772632223,0.761862564,0.907513995
C81,M,28,C,Early rGH,0.023527131,-1.110254629,-0.340086547,0.00209266,-0.979323691,-0.368128506,0.008709772,-0.825400935,-0.450612976,0.583491942,-0.525009361,-0.507314101,-0.532170413,-0.539760702,-0.487661381,0.822002594,-0.412643008,-1.157313058,-0.745353304,-0.510437476,-1.061526629,1.356059778,-0.750076413,-0.771860792,-1.290803277,-0.79987413,-0.806011929,1.014672879,-0.361295538,0.055546295,-0.949135495,-0.485443811,0.093343607,0.622048312,-0.34915098,1.279155461,-0.641991008,-0.348692955,1.295780193,1.135939633,-0.497988771,1.059654235,-1.202672374,-0.518118173,1.079763488,-0.028301214,-0.435788303,1.299689239,0.278742734,0.383891124,-0.252728398,-0.265923341,0.356982762,-0.265649035,0.312350933,0.470435306,0.195884105,-0.290913062,0.475589239,0.25472028,0.004122857,0.234986321,-0.939416721,-0.005015256,1.082652766,-0.824437842,0.674547104,0.578976146,-0.876844569,-0.730054757,0.552651584,-0.826246174,1.035763727,0.20083494,-0.752014609,-1.048788957,0.15444364,-0.741527229,1.03609996,0.201175382,0.345782932,-1.072509635,0.1749043,0.478608206,0.983109884,0.382133791,0.25310048,-0.989387722,0.341158278,0.240013826,-0.031523247,0.515913672,0.910558889,-0.03500049,1.486947393,0.772465805,0.761288304,0.913433481,0.919712207,-0.79502665,0.942148751,0.895601249
C81,M,35,C,Early rGH,-0.03673057,-1.297734778,-0.429871706,-0.009613085,-1.008897478,-0.447868976,0.018725393,-0.825211787,-0.53828134,0.533654521,-0.546121122,-0.549227728,-0.542685182,-0.566062371,-0.509669189,0.868824895,-0.474820509,-1.340447423,-0.875386191,-0.49523939,-1.322310364,1.449514106,-0.865424904,-0.902413725,-1.358660893,-0.949902944,-1.079120713,1.020338695,-0.360832177,0.10633554,-0.998571907,-0.447705732,0.054248461,0.609655958,-0.176092138,1.380114452,-0.630010452,-0.31856001,1.412872588,1.188415427,-0.501633352,1.119278517,-1.224096257,-0.559066632,1.174145178,-0.014890963,-0.341914648,1.387396347,0.270072731,0.366812088,-0.242526187,-0.269737892,0.333591671,-0.248511526,0.315653558,0.438104352,0.155589411,-0.255358376,0.480673892,0.247770905,0.029101323,0.198435465,-0.981651274,-0.027707932,1.142479933,-0.842839469,0.776945661,0.47999812,-0.966779314,-0.785102208,0.49606742,-0.888381859,1.068149647,0.220734646,-0.83055337,-1.062533062,0.159866581,-0.790929661,1.04157771,0.222954596,0.503577411,-1.09269271,0.172944048,0.624158171,0.983653493,0.462419032,0.348404479,-0.940578992,0.355972344,0.370591146,-0.00341495,0.560352008,0.985605015,-0.042618766,1.605736257,0.90205384,0.848213711,1.049070927,1.088068108,-0.852106443,0.98900659,1.051174256
C81,M,45,C,Early rGH,-0.010996272,-1.478491545,-0.521422543,0.012172399,-1.057972286,-0.521372776,0.008599873,-0.86968902,-0.629667107,0.560513173,-0.542563607,-0.601236956,-0.53054702,-0.574783648,-0.573793922,0.892136367,-0.517245795,-1.509596365,-0.882439553,-0.55592977,-1.461296859,1.523258873,-1.010207894,-1.023086344,-1.421456511,-1.05915478,-1.093375431,1.02271704,-0.393341927,0.075354169,-0.98818349,-0.470616701,0.056719794,0.642736176,-0.169286959,1.543078337,-0.660606159,-0.237927784,1.563684866,1.244036986,-0.559115466,1.273259358,-1.29685589,-0.589463358,1.31506755,0.015725098,-0.370937305,1.462901739,0.238822458,0.44770694,-0.285958071,-0.24645969,0.423489486,-0.268886408,0.303754557,0.524004408,0.26766314,-0.250733884,0.522189044,0.259401674,0.014772217,0.184091345,-1.106910458,-0.046772886,1.210795594,-0.927114384,0.783560103,0.534494987,-1.041932408,-0.80513067,0.444243118,-1.03616365,1.077191588,0.232982108,-0.905675119,-1.040742981,0.170703471,-0.90165445,1.114110399,0.254539555,0.58253607,-1.144659089,0.189899157,0.698395043,0.947139071,0.472371631,0.423027605,-0.955477313,0.421961272,0.420960924,-0.028929563,0.598144456,1.107062428,-0.062271963,1.719693273,1.030202359,0.901608311,1.024506486,1.166808473,-0.930591754,1.080911515,1.16301972
